id,y01,y02,y03,y04,y05,y06,y07,y08,y09,y10
2020,461,462,459,456,463,460,458,461,461,461
2021,461,462,458,456,463,459,458,461,461,461
2022,461,462,457,456,463,460,458,461,461,461
2023,461,463,456,455,463,459,458,462,461,461
2024,462,463,456,455,463,459,459,462,461,461
2025,461,463,455,455,463,459,458,462,461,461
2026,462,463,454,455,464,460,459,462,461,461
2027,462,463,454,454,463,459,459,462,461,461
2028,462,463,454,455,463,459,459,462,461,461
2029,462,463,454,455,463,459,459,462,461,461
2030,462,463,453,454,463,459,459,462,461,461
2031,462,463,453,455,463,460,459,462,461,461
2032,461,463,453,454,463,460,459,462,461,461
2033,461,463,453,454,463,460,459,461,461,461
2034,461,463,453,454,463,460,459,461,461,461
2035,461,463,454,454,463,460,459,462,461,461
2036,461,463,453,454,463,460,459,461,461,461
2037,461,463,453,454,463,460,459,462,461,461
2038,461,463,453,454,463,460,459,461,461,461
2039,461,463,453,454,463,459,459,461,461,461
2040,461,463,454,454,463,459,459,461,461,461
2041,461,463,453,455,463,459,459,461,461,461
2042,461,463,453,454,463,460,459,461,461,461
2043,461,463,453,455,463,460,458,461,461,461
2044,461,463,453,454,463,459,458,461,461,461
2045,461,463,453,454,463,460,458,461,461,461
2046,461,463,453,455,462,459,458,461,460,461
2047,461,463,453,454,463,459,458,461,460,462
2048,461,463,453,454,463,459,459,461,460,462
2049,461,463,453,455,463,459,458,461,460,461
2050,461,463,453,455,462,460,458,460,461,461
2051,461,463,453,455,462,459,458,461,461,461
2052,461,463,453,455,462,459,458,461,460,461
2053,461,463,453,455,462,459,458,461,460,461
2054,461,463,453,455,462,459,458,461,460,461
2055,461,463,453,455,462,459,458,461,460,461
2056,461,462,453,456,461,459,458,461,461,461
2057,461,463,453,456,461,459,458,461,460,461
2058,461,462,454,456,460,459,458,461,460,460
2059,461,462,454,456,461,459,459,461,460,461
2060,461,463,453,456,461,459,458,461,460,460
2061,460,462,454,456,460,459,458,461,460,460
2062,461,462,454,456,460,459,458,461,460,461
2063,460,462,454,456,460,459,458,461,460,460
2064,460,462,454,456,460,459,458,461,460,461
2065,460,462,454,456,460,459,459,461,460,460
2066,460,461,454,456,460,459,458,461,460,461
2067,460,462,454,456,460,460,458,461,460,461
2068,461,461,454,456,460,460,458,460,460,460
2069,460,461,454,456,460,460,458,460,460,460
2070,460,461,454,457,459,460,458,460,460,461
2071,460,460,454,457,459,460,459,460,460,461
2072,460,461,454,457,460,460,458,460,460,460
2073,460,461,455,457,460,460,458,460,459,461
2074,460,461,455,457,459,460,458,460,459,460
2075,460,461,455,457,459,460,459,460,459,461
2076,459,461,455,458,460,460,458,460,459,461
2077,459,461,455,458,460,461,459,460,459,461
2078,459,461,456,458,460,461,459,460,459,461
2079,459,461,456,458,460,461,459,460,459,461
2080,459,461,456,458,460,462,459,460,459,461
2081,458,461,456,458,460,461,459,460,459,461
2082,458,461,456,458,460,461,459,460,459,461
2083,458,461,456,458,460,462,459,460,459,461
2084,457,461,456,458,460,462,459,460,459,460
2085,457,462,456,458,460,462,459,460,459,461
2086,457,461,456,458,460,461,458,460,459,460
2087,457,461,457,458,460,462,459,460,459,460
2088,457,461,456,458,460,461,459,460,460,461
2089,456,461,456,458,460,461,459,460,460,461
2090,456,461,457,457,460,461,459,461,460,460
2091,457,461,457,458,460,461,459,460,460,460
2092,457,461,457,458,460,461,459,460,460,461
2093,457,461,457,458,460,461,459,460,460,460
2094,457,460,457,458,460,461,459,460,460,461
2095,457,461,457,458,461,461,459,460,460,461
2096,457,461,457,458,461,460,459,460,460,461
2097,457,461,457,458,461,461,459,460,459,461
2098,457,460,457,458,461,461,459,460,460,461
2099,457,461,457,458,461,461,459,459,460,461
2100,457,461,457,458,461,460,459,460,460,462
2101,457,460,457,459,461,460,459,460,460,461
2102,457,460,457,458,461,460,459,460,460,461
2103,457,461,457,458,461,461,459,460,460,461
2104,457,461,457,458,461,460,459,460,460,461
2105,457,461,457,459,461,461,459,460,460,461
2106,457,461,457,459,461,460,460,460,460,461
2107,457,461,457,459,461,460,459,459,461,461
2108,457,461,457,458,461,460,459,460,460,461
2109,457,461,457,458,461,460,459,459,461,461
2110,457,461,457,458,461,460,459,460,461,461
2111,458,461,457,458,461,460,459,459,461,460
2112,458,461,457,458,461,460,459,460,461,461
2113,457,461,457,458,461,460,459,460,461,460
2114,458,461,457,458,461,460,459,460,461,460
2115,458,461,456,457,460,460,459,460,461,461
2116,458,461,457,457,461,459,459,460,461,460
2117,458,461,457,457,461,460,459,460,460,461
2118,457,461,456,457,460,460,459,459,461,461
2119,458,461,457,458,461,460,459,460,460,461
2120,458,461,456,457,460,460,459,460,460,461
2121,458,462,456,457,460,460,459,459,460,461
2122,458,462,456,457,460,460,459,460,460,461
2123,458,461,456,457,460,460,459,460,460,461
2124,458,461,456,457,460,459,459,460,460,461
2125,458,461,456,457,460,459,459,460,460,461
2126,458,461,456,457,460,459,459,460,459,461
2127,458,461,456,457,460,460,459,460,460,460
2128,458,461,456,457,460,459,459,460,460,461
2129,458,461,456,457,460,459,459,460,460,461
2130,458,461,456,457,460,460,459,460,460,460
2131,458,461,456,457,460,459,459,460,460,461
2132,458,461,455,457,460,459,459,460,460,460
2133,458,461,456,457,460,459,459,459,460,460
2134,458,461,455,457,459,459,459,458,460,460
2135,458,461,455,457,460,459,459,458,460,460
2136,458,461,455,457,460,459,459,459,460,460
2137,458,461,456,458,460,459,459,459,460,460
2138,458,461,456,457,460,459,459,460,460,460
2139,458,460,456,457,460,459,459,459,460,460
2140,458,460,456,457,460,460,459,460,460,460
2141,458,460,456,458,460,460,459,460,460,460
2142,458,460,456,458,460,460,459,460,460,460
2143,458,460,456,458,460,459,459,460,460,460
2144,458,460,456,458,460,459,459,460,460,460
2145,458,460,456,457,460,460,459,460,460,459
2146,458,460,456,457,460,460,459,460,460,459
2147,458,461,456,458,460,460,459,460,460,459
2148,459,460,456,458,460,460,459,460,460,459
2149,460,460,456,458,460,460,459,460,459,459
2150,460,460,457,458,460,460,459,460,459,458
2151,461,460,457,458,460,460,459,460,459,458
2152,461,460,457,458,460,460,459,460,459,458
2153,461,461,457,458,460,460,459,460,459,458
2154,462,460,457,458,460,459,459,460,459,457
2155,462,460,457,458,460,459,459,460,459,457
2156,462,460,457,458,460,460,459,460,459,457
2157,462,460,457,458,460,459,459,460,459,457
2158,462,460,457,458,460,459,459,460,459,457
2159,462,460,457,458,460,459,459,460,460,457
2160,462,461,457,458,460,459,459,460,460,456
2161,461,461,457,458,460,459,459,460,460,456
2162,461,461,457,459,460,459,459,460,460,456
2163,460,461,457,459,460,459,459,460,460,456
2164,459,461,457,458,460,459,459,460,460,456
2165,459,461,456,459,460,459,459,460,459,456
2166,458,461,457,459,460,459,459,460,459,456
2167,457,461,457,459,460,459,459,460,459,456
2168,457,461,457,460,460,460,459,460,460,456
2169,457,460,457,459,460,459,459,460,460,456
2170,456,461,457,459,460,460,460,460,459,456
2171,456,460,457,459,460,460,459,460,459,456
2172,456,461,457,459,460,460,459,460,459,456
2173,456,461,457,459,460,459,459,460,460,456
2174,456,461,457,460,460,460,459,460,460,456
2175,455,460,457,459,459,460,460,460,460,456
2176,455,461,457,459,459,460,460,460,459,456
2177,455,461,457,459,459,460,460,459,459,457
2178,455,460,458,459,459,460,460,460,460,457
2179,455,460,458,459,459,460,460,460,460,457
2180,455,459,457,459,459,459,460,460,459,456
2181,455,459,457,459,459,459,460,460,459,457
2182,455,459,457,459,460,460,460,460,459,457
2183,455,460,457,459,459,460,460,460,460,457
2184,455,460,457,459,459,460,460,460,459,457
2185,455,460,457,459,459,460,460,460,459,457
2186,455,460,457,459,459,459,460,460,459,457
2187,455,460,457,460,459,459,460,460,460,457
2188,455,460,457,460,459,460,460,460,460,457
2189,455,461,457,460,459,460,460,460,460,457
2190,455,461,457,459,459,460,459,460,460,457
2191,455,461,457,459,459,460,460,460,460,457
2192,455,461,457,460,459,460,459,460,460,457
2193,455,461,458,460,459,460,460,459,460,457
2194,455,461,457,460,459,460,460,459,460,457
2195,455,461,458,460,459,460,460,458,460,458
2196,455,461,457,460,459,460,459,458,460,457
2197,455,461,457,460,459,460,459,458,460,458
2198,455,461,458,460,459,460,460,458,460,457
2199,455,461,458,460,458,460,460,457,460,457
2200,455,461,457,460,458,459,460,457,460,458
2201,455,460,457,460,459,460,460,457,460,458
2202,455,461,457,460,458,459,459,457,460,458
2203,456,461,458,459,458,459,459,456,460,458
2204,456,460,458,460,457,459,459,457,460,457
2205,455,461,458,460,457,460,459,456,460,458
2206,455,460,458,460,457,460,459,456,460,458
2207,455,460,458,460,456,460,460,456,460,458
2208,456,460,458,459,456,460,460,456,460,458
2209,456,460,458,459,456,460,459,456,460,458
2210,456,460,458,459,455,460,459,456,460,458
2211,455,460,458,459,455,460,459,456,460,458
2212,456,460,458,459,455,459,460,455,460,458
2213,455,460,458,459,455,459,460,456,460,458
2214,455,460,458,459,455,460,459,456,460,458
2215,456,460,457,459,455,460,459,456,460,458
2216,456,460,457,459,454,460,459,456,460,458
2217,456,460,458,459,454,460,459,456,460,458
2218,456,460,457,459,455,460,459,456,460,458
2219,456,459,457,458,454,460,459,456,460,458
2220,456,460,457,459,454,460,459,456,460,458
2221,456,459,457,459,454,460,460,456,460,458
2222,457,459,457,458,454,460,460,456,460,459
2223,456,459,457,458,455,460,460,456,460,459
2224,457,458,457,458,454,460,459,456,460,460
2225,457,458,456,458,455,460,459,456,460,460
2226,457,458,457,458,454,460,459,456,460,461
2227,457,458,457,458,454,460,459,456,460,461
2228,457,457,457,458,454,459,459,456,460,461
2229,457,457,457,458,454,460,459,456,460,462
2230,458,457,457,458,454,460,459,456,460,462
2231,458,457,457,458,455,460,458,456,460,462
2232,458,457,457,458,454,460,459,456,460,462
2233,458,457,456,457,454,460,458,456,460,462
2234,458,456,457,457,454,460,458,456,460,461
2235,458,456,456,457,454,460,458,456,460,460
2236,458,456,456,458,454,460,459,456,460,459
2237,458,456,456,458,455,459,458,456,460,458
2238,458,456,456,457,454,460,458,457,460,457
2239,459,456,456,457,455,460,458,456,460,456
2240,458,456,456,458,454,460,458,457,460,456
2241,458,456,456,458,455,460,459,456,459,455
2242,458,456,456,458,454,460,459,456,460,455
2243,458,456,456,458,455,460,459,456,459,454
2244,458,456,456,458,454,460,459,456,460,454
2245,459,456,456,458,455,460,458,457,460,454
2246,459,456,457,458,454,459,459,457,460,454
2247,459,456,456,459,454,459,459,456,460,454
2248,458,456,457,459,455,459,458,457,460,454
2249,458,456,456,459,454,459,459,456,460,454
2250,458,456,457,458,454,459,458,456,460,454
2251,459,456,457,459,454,459,458,457,460,453
2252,458,456,457,459,454,459,458,456,460,453
2253,458,456,457,458,454,459,458,456,460,454
2254,458,456,457,458,454,459,458,456,460,454
2255,458,456,457,459,454,459,458,456,460,454
2256,458,457,457,458,454,459,458,456,460,454
2257,458,456,457,458,454,459,457,456,460,454
2258,457,456,457,458,454,459,457,456,460,454
2259,457,457,457,458,455,459,457,456,460,454
2260,457,456,457,459,455,459,457,456,460,454
2261,457,457,457,458,456,459,457,456,460,454
2262,457,457,457,458,457,459,457,456,459,454
2263,457,457,457,458,457,459,457,456,459,454
2264,457,457,457,458,457,459,457,457,459,454
2265,457,457,457,458,458,459,458,457,459,454
2266,457,457,457,458,458,459,458,457,459,454
2267,457,457,457,459,459,459,458,458,460,454
2268,457,457,457,458,459,458,458,458,459,455
2269,457,457,457,458,459,458,458,459,459,455
2270,458,457,457,458,459,457,458,459,460,455
2271,457,457,457,458,458,457,458,460,459,455
2272,457,457,457,458,459,457,458,460,459,455
2273,457,457,457,459,457,456,458,460,459,455
2274,457,458,457,458,456,456,458,461,459,455
2275,457,458,457,458,455,455,458,461,459,455
2276,457,458,457,458,454,455,458,461,459,455
2277,457,457,457,458,454,455,458,460,459,456
2278,457,457,457,459,453,455,457,459,459,456
2279,457,457,457,458,453,455,458,459,459,456
2280,457,458,457,458,452,455,458,458,459,456
2281,457,458,457,458,452,455,458,457,459,455
2282,458,458,457,458,452,455,458,456,459,456
2283,457,457,457,459,452,455,458,455,459,456
2284,457,457,457,459,452,455,458,454,459,455
2285,457,457,457,459,451,455,458,454,459,455
2286,457,458,457,459,451,455,458,454,458,455
2287,458,458,457,458,451,455,458,454,458,455
2288,458,458,457,459,451,456,458,453,458,456
2289,458,458,457,459,451,456,458,453,458,456
2290,457,458,457,459,451,456,458,452,458,456
2291,458,458,457,459,451,456,458,453,458,456
2292,458,458,457,459,452,456,458,453,458,455
2293,458,458,458,459,451,456,458,452,458,456
2294,458,458,457,459,451,456,458,453,458,456
2295,458,458,457,459,451,456,459,452,458,456
2296,458,459,457,459,451,456,458,453,458,455
2297,458,459,458,459,451,456,458,453,458,456
2298,458,459,458,459,451,456,458,452,457,456
2299,458,460,458,459,451,455,459,452,457,456
2300,458,461,458,459,451,455,459,452,457,456
2301,458,461,457,459,451,456,458,452,457,456
2302,458,462,457,459,451,456,458,452,457,456
2303,458,462,457,459,451,456,458,452,457,456
2304,458,461,457,459,451,456,458,452,456,456
2305,458,462,457,459,451,456,458,452,456,456
2306,458,461,457,459,451,456,458,453,456,456
2307,458,460,457,458,451,456,458,453,455,457
2308,458,460,457,459,451,456,457,452,455,456
2309,458,459,457,459,451,456,458,452,455,456
2310,458,458,457,459,452,456,458,453,455,456
2311,458,457,457,459,452,456,458,453,455,456
2312,459,456,457,459,452,456,457,453,455,456
2313,459,456,457,459,452,456,458,453,455,456
2314,459,455,457,459,452,456,457,453,455,455
2315,459,454,457,459,452,456,457,452,455,456
2316,459,454,456,459,452,456,457,453,455,456
2317,460,453,457,458,452,457,458,453,455,456
2318,460,454,457,458,452,457,458,453,455,456
2319,459,453,457,458,453,457,458,453,455,457
2320,459,453,457,458,452,457,458,454,455,456
2321,459,453,457,458,452,457,457,453,455,457
2322,459,453,457,458,452,457,457,453,455,457
2323,459,453,457,458,452,457,457,453,455,457
2324,459,453,457,458,452,457,458,453,455,457
2325,459,453,457,458,453,457,457,453,455,457
2326,459,453,457,458,452,457,457,453,455,457
2327,459,453,457,458,452,457,457,453,455,457
2328,459,453,457,458,452,457,457,453,455,457
2329,459,453,457,458,452,457,457,453,456,457
2330,459,453,456,458,452,457,458,453,455,457
2331,459,453,457,458,453,457,458,453,455,457
2332,459,452,457,458,452,457,457,453,455,456
2333,459,452,456,459,453,457,458,453,456,457
2334,459,452,456,458,453,457,457,453,456,457
2335,459,452,456,458,453,457,457,453,455,457
2336,460,453,456,458,453,457,458,454,455,457
2337,460,453,457,458,453,457,458,454,455,457
2338,459,452,456,459,453,457,458,454,455,457
2339,459,453,457,458,453,458,458,454,456,457
2340,460,452,456,459,454,458,457,454,455,457
2341,460,452,456,458,454,458,457,454,455,457
2342,460,452,457,458,454,459,457,454,455,457
2343,460,453,456,458,454,459,457,454,456,457
2344,460,452,457,458,454,460,458,454,456,457
2345,460,452,457,458,454,460,457,454,456,456
2346,460,453,456,458,454,461,457,454,455,457
2347,460,453,457,458,454,460,457,455,455,456
2348,460,453,457,458,454,461,458,455,455,457
2349,459,453,457,458,454,461,458,455,455,457
2350,459,453,457,458,454,460,457,455,456,456
2351,459,453,457,458,454,460,458,455,456,456
2352,459,453,457,458,454,459,457,455,456,456
2353,459,454,457,458,454,457,458,455,456,457
2354,459,454,457,458,454,457,457,455,456,457
2355,458,454,457,458,454,456,457,455,456,457
2356,458,454,457,458,454,455,457,455,456,457
2357,458,454,457,458,454,454,457,455,456,456
2358,458,454,457,458,454,454,458,455,456,457
2359,458,454,456,457,454,454,458,456,456,457
2360,458,454,456,457,454,453,458,456,456,457
2361,458,454,456,457,454,453,458,456,456,456
2362,457,454,456,457,454,453,458,456,456,457
2363,457,454,456,458,454,452,458,456,456,457
2364,457,454,456,458,454,453,458,456,456,456
2365,457,454,456,458,454,453,458,456,456,457
2366,458,454,456,458,454,452,458,456,456,457
2367,458,454,456,457,454,453,458,456,456,456
2368,457,454,456,457,454,452,458,456,457,457
2369,457,455,456,458,453,453,458,456,456,457
2370,458,455,456,458,453,453,458,456,456,457
2371,457,455,456,457,453,453,458,456,456,457
2372,458,455,456,457,453,453,457,456,457,458
2373,457,456,456,458,453,452,457,456,457,459
2374,457,456,456,458,453,452,457,456,456,458
2375,457,455,456,458,453,452,457,456,457,458
2376,457,456,456,458,453,452,457,456,457,458
2377,458,456,456,457,453,452,457,456,458,458
2378,458,456,456,458,453,452,456,456,459,458
2379,457,456,456,457,453,452,456,456,459,458
2380,457,456,456,457,453,453,456,456,460,458
2381,457,457,456,458,453,453,456,456,460,458
2382,457,457,456,457,452,453,455,456,460,458
2383,457,457,456,457,453,453,455,455,460,458
2384,457,457,456,458,452,453,455,456,460,458
2385,457,457,456,457,452,453,455,456,460,457
2386,457,457,456,457,453,453,455,456,460,458
2387,457,457,456,458,452,453,454,456,459,457
2388,458,457,456,458,452,453,454,456,458,457
2389,458,457,455,458,452,454,454,456,458,457
2390,458,456,456,458,452,454,454,456,456,457
2391,458,456,456,458,452,454,454,456,456,457
2392,458,456,456,458,453,454,454,456,455,457
2393,458,456,456,458,452,454,454,456,454,457
2394,458,456,456,458,452,454,454,456,454,458
2395,458,456,456,458,452,454,454,456,453,457
2396,458,455,456,458,452,454,454,456,453,458
2397,458,456,456,458,452,454,454,456,453,458
2398,458,455,456,459,452,454,454,455,453,458
2399,458,455,456,459,453,454,455,456,452,457
2400,457,456,456,459,453,454,454,455,452,458
2401,458,455,456,459,453,454,454,455,452,458
2402,457,455,457,459,453,454,454,456,452,458
2403,457,455,457,459,453,454,454,456,452,458
2404,457,455,457,460,453,454,454,456,453,458
2405,457,455,457,459,453,454,454,456,452,457
2406,457,455,457,460,453,454,454,456,453,458
2407,457,455,457,459,453,454,454,456,453,457
2408,457,455,457,459,453,454,454,456,453,457
2409,457,455,457,459,453,454,454,456,453,457
2410,457,455,458,459,453,455,454,456,453,457
2411,457,455,458,459,453,455,455,457,453,458
2412,457,455,458,459,453,455,455,456,453,457
2413,457,455,458,459,453,455,454,457,453,457
2414,457,455,458,459,453,455,454,456,453,457
2415,457,456,457,459,454,455,455,457,453,457
2416,457,456,457,459,454,455,455,456,453,457
2417,457,456,457,459,453,455,455,457,453,458
2418,457,456,457,459,454,456,455,457,453,458
2419,456,456,457,459,454,456,455,457,453,458
2420,457,455,457,459,454,456,455,457,453,458
2421,457,456,457,459,454,456,455,457,453,458
2422,457,456,457,459,454,455,455,457,453,458
2423,457,456,458,459,454,456,455,458,453,458
2424,457,457,457,460,454,456,455,458,453,458
2425,457,456,457,459,454,456,455,458,453,458
2426,457,457,457,459,454,455,455,458,454,458
2427,457,457,457,459,454,456,455,458,454,458
2428,457,457,458,459,455,456,455,458,454,457
2429,457,457,457,460,455,455,455,458,454,457
2430,457,457,458,460,454,456,455,457,453,457
2431,457,457,458,460,455,456,455,457,454,458
2432,457,457,458,459,455,456,455,458,453,457
2433,457,457,458,459,454,456,455,457,454,457
2434,456,457,458,459,455,456,455,457,454,457
2435,456,458,458,459,455,456,455,457,454,457
2436,456,458,458,459,454,456,456,457,453,457
2437,456,458,458,459,455,456,455,457,454,457
2438,456,458,458,459,455,456,455,458,453,457
2439,456,457,458,459,454,456,455,457,454,458
2440,456,458,458,459,455,456,455,457,454,458
2441,456,458,458,459,455,456,456,457,454,458
2442,457,458,458,459,455,456,457,457,454,458
2443,456,458,458,459,455,456,457,457,454,458
2444,456,458,458,458,455,456,457,457,454,458
2445,456,458,458,458,455,456,458,457,454,458
2446,456,458,458,458,455,456,458,457,455,458
2447,456,458,458,458,455,456,459,457,455,458
2448,457,458,457,458,455,456,459,457,454,458
2449,456,458,458,458,456,456,459,457,455,458
2450,456,458,458,458,455,455,459,457,455,458
2451,456,458,457,457,456,456,459,457,455,458
2452,456,458,457,457,456,455,459,457,455,458
2453,456,458,457,457,456,456,458,457,455,458
2454,456,457,457,457,456,456,457,457,455,458
2455,456,458,457,458,456,456,456,457,455,458
2456,456,458,457,457,456,456,455,458,455,458
2457,456,458,457,457,456,455,454,458,455,458
2458,456,458,457,457,456,455,453,457,455,458
2459,456,458,457,457,456,455,453,458,455,457
2460,456,458,457,457,455,455,452,457,455,457
2461,456,457,456,457,456,456,451,457,455,457
2462,456,458,457,457,456,455,451,458,455,457
2463,456,458,456,457,456,455,451,458,455,457
2464,456,458,456,456,456,455,451,458,456,457
2465,456,458,456,457,456,455,450,458,456,457
2466,456,458,456,456,456,456,450,458,456,457
2467,456,458,456,456,456,455,451,458,456,457
2468,456,458,456,456,456,455,450,458,456,457
2469,456,458,456,456,456,455,451,458,456,457
2470,456,458,456,456,456,455,450,457,456,457
2471,456,458,456,456,456,456,451,457,456,457
2472,456,458,455,456,456,456,451,457,456,457
2473,456,458,455,456,455,456,451,457,456,457
2474,456,458,455,456,456,455,450,457,456,457
2475,456,458,455,456,456,455,450,457,456,457
2476,456,458,455,456,455,456,450,457,456,457
2477,456,458,455,456,455,456,450,457,456,457
2478,456,458,455,456,455,456,450,457,456,457
2479,455,458,455,456,455,456,450,457,456,456
2480,455,458,455,457,455,456,450,457,455,456
2481,456,458,455,457,455,456,450,457,456,456
2482,456,458,455,457,456,456,450,457,456,456
2483,455,458,455,457,455,456,450,457,456,456
2484,456,458,455,457,455,456,450,457,455,457
2485,456,458,456,457,455,457,451,457,455,456
2486,456,458,455,458,455,456,450,457,455,456
2487,456,458,456,457,455,456,451,457,455,456
2488,456,458,456,457,455,456,451,457,456,456
2489,456,458,456,457,455,457,451,457,456,456
2490,456,458,456,457,455,456,451,457,456,456
2491,455,458,456,457,454,457,452,457,456,456
2492,456,458,456,458,454,457,451,457,456,456
2493,456,457,456,457,454,456,452,457,456,456
2494,456,457,457,458,454,456,452,457,456,456
2495,456,458,457,457,454,456,452,457,456,456
2496,455,457,456,458,454,457,452,457,456,456
2497,455,458,456,458,453,457,452,458,455,456
2498,455,458,457,458,454,457,452,458,456,456
2499,455,457,457,458,454,457,452,458,456,456
2500,456,457,457,457,454,457,452,458,456,456
2501,455,458,457,458,454,457,452,458,456,456
2502,455,457,457,458,455,457,452,457,456,456
2503,455,458,457,458,455,457,452,457,456,456
2504,455,457,457,458,455,457,452,458,456,456
2505,456,457,457,458,455,457,452,457,456,456
2506,456,458,457,457,455,457,452,457,456,456
2507,455,457,457,458,456,457,452,457,455,456
2508,456,457,457,458,456,457,452,457,456,456
2509,456,458,457,458,455,457,453,457,456,456
2510,455,458,457,458,455,457,452,457,456,456
2511,456,458,457,458,455,456,453,457,456,456
2512,456,458,457,458,455,457,453,457,456,456
2513,456,457,457,458,455,456,453,457,456,456
2514,456,458,457,457,455,456,453,457,456,456
2515,456,458,457,458,455,457,453,457,456,456
2516,456,458,457,457,455,456,453,457,456,455
2517,456,458,457,458,455,456,454,457,456,455
2518,456,458,457,458,455,456,454,457,456,456
2519,456,458,457,457,455,456,454,457,456,456
2520,455,458,457,457,455,456,454,457,456,456
2521,456,458,457,457,455,456,454,457,456,456
2522,456,458,457,458,455,456,454,457,456,455
2523,456,458,457,458,455,456,454,457,457,455
2524,456,458,457,458,455,456,454,457,456,456
2525,456,458,457,457,455,456,454,457,457,456
2526,456,458,457,457,456,456,454,456,457,455
2527,456,458,457,457,455,456,455,456,457,456
2528,456,458,457,458,455,456,455,457,457,456
2529,456,457,456,458,456,456,454,457,457,455
2530,456,457,457,457,455,456,455,456,457,455
2531,457,457,456,458,455,456,454,456,458,456
2532,456,457,457,457,455,456,455,456,457,456
2533,457,457,457,457,455,456,455,456,458,456
2534,457,457,457,458,456,456,455,456,457,456
2535,457,458,457,457,455,456,455,456,457,455
2536,457,457,457,457,455,456,455,456,458,454
2537,457,457,457,457,455,456,455,456,457,455
2538,457,457,458,457,455,456,456,456,457,455
2539,457,457,457,457,456,456,456,456,457,455
2540,457,457,458,457,456,456,456,456,457,455
2541,457,457,457,457,456,456,455,456,457,455
2542,457,457,458,458,456,456,455,456,457,455
2543,458,457,457,457,456,456,456,456,457,455
2544,457,457,457,457,456,456,455,456,457,454
2545,457,457,457,458,456,456,455,456,457,455
2546,457,457,457,457,456,456,455,456,457,454
2547,457,457,457,458,455,456,455,456,456,454
2548,457,457,457,458,456,456,455,455,457,454
2549,457,457,457,458,456,456,455,456,457,454
2550,457,457,457,458,456,456,455,455,457,455
2551,457,457,457,458,456,456,455,456,457,454
2552,457,457,457,458,456,456,455,456,457,454
2553,457,457,457,458,455,457,454,456,457,454
2554,457,457,457,458,455,456,454,455,457,454
2555,457,457,457,458,456,456,454,455,458,454
2556,457,457,457,457,456,456,454,456,458,454
2557,458,457,457,458,456,456,454,455,457,454
2558,457,457,457,458,456,456,454,456,457,454
2559,457,457,457,458,456,456,454,456,457,454
2560,457,457,457,458,456,456,454,455,457,454
2561,458,457,457,458,456,456,454,455,458,454
2562,457,457,457,457,455,456,454,455,457,455
2563,457,457,457,457,456,456,454,455,457,455
2564,458,457,457,457,456,457,454,456,457,455
2565,457,457,458,458,455,456,454,455,457,455
2566,458,457,458,458,455,457,454,455,457,455
2567,457,457,457,458,455,456,454,455,457,455
2568,457,457,457,458,455,457,454,455,458,455
2569,457,457,458,458,455,457,454,455,458,455
2570,457,457,457,458,456,456,455,455,457,455
2571,457,457,457,458,456,457,455,455,458,455
2572,457,457,458,458,456,457,455,455,458,455
2573,457,456,457,458,455,457,455,455,458,455
2574,456,457,458,457,455,457,455,455,458,455
2575,456,457,458,457,456,457,455,456,458,455
2576,456,456,458,457,456,457,455,456,458,455
2577,456,457,458,457,456,457,455,455,458,455
2578,455,456,458,457,455,457,455,455,458,455
2579,455,456,457,457,455,457,455,455,458,455
2580,455,456,457,457,455,458,455,455,457,456
2581,455,456,457,457,455,457,455,455,458,455
2582,455,456,457,457,455,457,455,456,458,455
2583,454,456,458,457,455,457,455,456,458,455
2584,454,456,457,457,455,457,455,455,457,455
2585,455,456,457,457,455,457,455,455,458,455
2586,454,456,457,457,455,457,455,455,457,455
2587,454,456,457,457,456,457,455,455,458,456
2588,454,456,457,457,456,457,455,455,458,456
2589,454,456,457,457,456,457,455,455,457,455
2590,454,456,457,458,455,457,455,455,458,456
2591,454,456,457,457,455,457,455,455,458,456
2592,454,456,456,457,456,457,456,455,458,456
2593,454,455,456,457,455,456,456,455,458,456
2594,454,456,456,457,455,457,455,455,457,456
2595,453,456,456,457,455,457,455,455,458,457
2596,453,456,456,457,455,457,455,455,458,456
2597,454,456,456,456,455,457,456,455,458,457
2598,453,455,456,456,455,457,456,455,458,457
2599,453,456,456,456,455,457,456,455,458,456
2600,453,456,456,456,455,457,456,455,458,456
2601,453,455,455,455,455,457,456,455,458,456
2602,453,456,455,455,455,457,456,455,458,457
2603,454,455,455,455,455,457,456,455,458,456
2604,453,456,454,455,455,457,456,455,458,457
2605,453,455,455,455,455,457,456,455,458,456
2606,453,456,454,454,455,457,456,455,458,456
2607,453,456,454,455,455,457,456,455,458,456
2608,454,456,454,454,455,457,456,454,458,456
2609,453,455,453,454,455,457,456,454,458,456
2610,453,455,453,454,455,457,456,454,458,456
2611,454,455,453,454,455,457,456,455,458,456
2612,453,455,453,454,455,457,455,455,458,456
2613,454,455,453,454,455,457,456,454,458,455
2614,454,455,453,454,455,457,455,454,458,456
2615,454,455,453,454,455,457,455,454,458,456
2616,454,455,453,454,454,457,456,454,458,456
2617,454,455,453,454,455,457,456,454,458,456
2618,454,455,453,454,455,457,455,454,457,456
2619,454,455,453,454,455,456,455,454,457,455
2620,454,455,453,454,455,457,455,454,457,455
2621,455,455,453,454,455,457,455,454,457,456
2622,454,455,453,454,455,456,455,454,457,456
2623,454,455,453,454,455,457,456,454,457,456
2624,454,455,453,454,455,456,455,454,457,456
2625,455,455,453,454,455,456,455,454,457,456
2626,455,455,453,454,455,456,455,454,457,456
